id,title,venue_name,venue_ids,author
meta:br/06101332646 doi:10.1016/j.molcel.2014.12.035,A Sensitive Approach To Map Genome-wide 5-Hydroxymethylcytosine And 5-Formylcytosine At Single-Base Resolution,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Sun, Zhiyi; Dai, Nan; Borgaro, Janine G.; Quimby, Aine; Sun, Dapeng; Corrêa, Ivan R.; Zheng, Yu; Zhu, Zhenyu; Guan, Shengxi"
meta:br/06101332356 doi:10.1038/ncomms5784,Comparative Genome Sequencing Reveals Genomic Signature Of Extreme Desiccation Tolerance In The Anhydrobiotic Midge,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Gusev, Oleg; Suetsugu, Yoshitaka; Cornette, Richard; Kawashima, Takeshi; Logacheva, Maria D.; Kondrashov, Alexey S.; Penin, Aleksey; Hatanaka, Rie; Kikuta, Shingo; Shimura, Sachiko; Kanamori, Hiroyuki; Katayose, Yuichi; Matsumoto, Takashi; Shagimardanova, Elena; Alexeev, Dmitry G; Govorun, Vadim; Wisecaver, Jennifer; Mikheyev, Alexander; Koyanagi, Ryo; Fujie, Manabu; Nishiyama, Tomoaki; Shigenobu, Shuji; Shibata, Tomoko F.; Golygina, Veronika; Hasebe, Mitsuyasu; Okuda, Takashi; Satoh, Nori; Kikawada, Takahiro"
meta:br/06101332225 doi:10.1038/ncomms5925,An Optimized Optogenetic Clustering Tool For Probing Protein Interaction And Function,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Taslimi, Amir; Vrana, Justin D.; Chen, Daniel; Borinskaya, Sofya; Mayer, Bruce J.; Kennedy, Matthew J.; Tucker, C L"
meta:br/06101332393 doi:10.1038/ncomms5711,IL-37 Protects Against Obesity-Induced Inflammation And Insulin Resistance,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ballak, Dov B.; Van Diepen, Janna A.; Moschen, Alexander; Jansen, Henry J.; Hijmans, Anneke; Groenhof, Gert-Jan; Leenders, Floris; Bufler, Philip; Boekschoten, M V; Müller, Michael; Kersten, Sander; Li, Suzhao; Kim, SooHyun; Eini, Hadar; Lewis, Eli C.; Joosten, Leo A. B.; Tilg, Herbert; Netea, Mihai G.; Tack, Cees J.; Dinarello, Charles A.; Stienstra, Rinke"
meta:br/06101332516 doi:10.1038/ncomms5632,Myc Inhibition Is Effective Against Glioma And Reveals A Role For Myc In Proficient Mitosis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Annibali, Daniela; Whitfield, Jonathan; Favuzzi, Emilia; Jauset, Toni; Serrano, Erika; Cuartas, Isabel; Redondo-Campos, Sara; Folch, Gerard; Gonzàlez-Juncà, Alba; Sodir, Nicole M.; Massó-Vallés, Daniel; Beaulieu, Marie-Ève; Swigart, Lamorna B.; Mc Gee, Margaret M.; Somma, Maria Patrizia; Nasi, Sergio; Seoane, Joan; Evan, Gerard I.; Soucek, Laura"
meta:br/06101332907 doi:10.1016/j.molcel.2014.03.047,The 3M Complex Maintains Microtubule And Genome Integrity,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yan, Jun; Yan, Feng; Li, Zhijun; Sinnott, Rebecca; Cappell, Kathryn M.; Yu, Yanbao; Mo, Jinyao; Duncan, Joseph A.; Chen, Xian; Cormier-Daire, Valerie; Whitehurst, Angelique W.; Xiong, Yue"
meta:br/06101332737 doi:10.1016/j.molcel.2014.09.024,Regulation Of Substrate Utilization By The Mitochondrial Pyruvate Carrier,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Vacanti, Nathaniel; Divakaruni, Ajit S.; Green, Courtney R; Parker, Seth; Henry, Robert R.; Ciaraldi, Theodore P.; Murphy, Anne; Metallo, Christian M."
meta:br/06101332103 doi:10.1038/ncomms6112,Witnessing The Formation And Relaxation Of Dressed Quasi-Particles In A Strongly Correlated Electron System,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Novelli, Fabio; Filippis, G. De; Cataudella, Vittorio; Esposito, Martina; Vergara, Ignacio; Cilento, Federico; Sindici, Enrico; Amaricci, Adriano; Giannetti, Claudio; Prabhakaran, Dharmalingam; Wall, Simon; Perucchi, Andrea; Dal Conte, Stefano; Cerullo, Giulio; Capone, Massimo; S. Mishchenko, Andrei; Grüninger, Markus; Nagaosa, Naoto; Parmigiani, Fulvio; Fausti, Daniele"
meta:br/06101332135 doi:10.1038/ncomms6107,Antarctic Contribution To Meltwater Pulse 1A From Reduced Southern Ocean Overturning,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Golledge, Nicholas; Menviel, Laurie; Carter, L.; Fogwill, Chris; England, Matthew; Cortese, Giuseppe; Levy, Richard"
meta:br/06101332228 doi:10.1038/ncomms5971,Deterministic Arbitrary Switching Of Polarization In A Ferroelectric Thin Film,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"K. Vasudevan, Rama; Matsumoto, Yuji; Cheng, Xuan; Imai, A.; Maruyama, Shingo; Xin, Huolin; Okatan, M. Baris; Jesse, Stephen; Kalinin, Sergei; Nagarajan, V."
meta:br/06101332444 doi:10.1038/ncomms5719,Nucleosomal Occupancy Changes Locally Over Key Regulatory Regions During Cell Differentiation And Reprogramming,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"West, Jason A; Cook, April; Alver, Burak H.; Stadtfeld, Matthias; Deaton, Aimee M; Hochedlinger, Konrad; Park, Peter J; Tolstorukov, Michael Y.; Kingston, Robert E."
meta:br/06101332458 doi:10.1038/ncomms5714,Cultivation-based Multiplex Phenotyping Of Human Gut Microbiota Allows Targeted Recovery Of Previously Uncultured Bacteria,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Rettedal, Elizabeth; Gumpert, Heidi; Sommer, Morten O.A."
meta:br/06101332627 doi:10.1016/j.molcel.2014.12.040,CUL3-KBTBD6/KBTBD7 Ubiquitin Ligase Cooperates With GABARAP Proteins To Spatially Restrict TIAM1-RAC1 Signaling,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Genau, Heide Marika; Huber, Jessica; Baschieri, Francesco; Akutsu, Masato; Dötsch, Volker; Farhan, Hesso; Rogov, Vladimir; Behrends, Christian"
meta:br/06101332538 doi:10.1016/j.molcel.2015.03.027,"Circular RNAs In The Mammalian Brain Are Highly Abundant, Conserved, And Dynamically Expressed",Molecular Cell,meta:br/0623032125 issn:1097-2765,"Rybak, Agnieszka; Stottmeister, Christin; Glažar, Petar; Jens, Marvin; Pino, Natalia; Giusti, Sebastian A; Hanan, Mor; Behm, Mikaela; Bartok, Osnat; Ashwal-Fluss, Reut; Herzog, Margareta; Schreyer, Luisa; Papavasileiou, Panagiotis; Ivanov, Andranik; Öhman, Marie; Refojo, Damian; Kadener, Sebastian; Rajewsky, Nikolaus"
meta:br/06101332824 doi:10.1016/j.molcel.2014.06.019,Diversification Of Transcription Factor Paralogs Via Noncanonical Modularity In C2H2 Zinc Finger DNA Binding,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Siggers, Trevor; Reddy, Jessica; Barron, Brian; Bulyk, Martha L."
meta:br/06101332420 doi:10.1038/ncomms5716,A General And Scalable Synthesis Approach To Porous Graphene,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhou, Ding; Cui, Yi; Xiao, Pei-Wen; Jiang, Mei-Yang; Han, Bao-Hang"
meta:br/06101332290 doi:10.1038/ncomms5857,Mechanistic Insight Into GPCR-mediated Activation Of The Microtubule-Associated RhoA Exchange Factor GEF-H1,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Meiri, David; Marshall, Christopher B; Mokady, Daphna; LaRose, Jose; Mullin, Michael; Gingras, Anne-Claude; Ikura, Mitsuhiko; Rottapel, Robert"
meta:br/06101332153 doi:10.1038/ncomms6017,Two-dimensional Layered Transition Metal Disulphides For Effective Encapsulation Of High-Capacity Lithium Sulphide Cathodes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Seh, Zhi Wei; Yu, Jung Ho; Li, Weiyang; Hsu, Po-Chun; Wang, Haotian; Sun, Yongming; Yao, Hongbin; Zhang, Qianfan; Cui, Yi"
meta:br/06101332817 doi:10.1016/j.molcel.2014.06.028,Requirement For PBAF In Transcriptional Repression And Repair At DNA Breaks In Actively Transcribed Regions Of Chromatin,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kakarougkas, Andreas; Ismail, Amani; Chambers, Anna L; Riballo, Enriqueta; Herbert, Alex; Künzel, Julia; Löbrich, Markus; Jeggo, Penny A.; Downs, J A"
meta:br/06101332777 doi:10.1016/j.molcel.2014.08.007,Modification Of ASC1 By UFM1 Is Crucial For ERα Transactivation And Breast Cancer Development,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yoo, Hee Min; Kang, Sung Hwan; Kim, Jae Yeon; Lee, Joo Eun; Seong, Min Woo; Lee, Seong Won; Ka, Seung Hyeun; Sou, Yu-Shin; Komatsu, Masaaki; Tanaka, Keiji; Lee, Soon Tae; Noh, Dong Young; Baek, Sung Hee; Ju Jeon, Young; Chung, Chin Ha"
meta:br/06101332942 doi:10.1016/j.molcel.2014.03.037,ERQC Autophagy: Yet Another Way To Die,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Buchberger, Alexander"
meta:br/06101332302 doi:10.1038/ncomms5887,The Subcortical Maternal Complex Controls Symmetric Division Of Mouse Zygotes By Regulating F-actin Dynamics,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yu, Xing-Jiang; Yi, Zhaohong; Gao, Zheng; Qin, Dandan; Zhai, Yanhua; Chen, Xue; Ou-Yang, Yingchun; Wang, Zhen-Bo; Zheng, Ping; Zhu, Min-Sheng; Wang, Haibin; Sun, Qing-Yuan; Dean, Jurrien; Li, Lei"
meta:br/06101332159 doi:10.1038/ncomms5975,High-resolution Liquid Patterns Via Three-Dimensional Droplet Shape Control,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Raj, Rishi; Adera, Solomon; Enright, Ryan; Wang, Evelyn N."
meta:br/06101332993 doi:10.1016/j.molcel.2014.01.028,Phosphorylation Of LSD1 By PKCα Is Crucial For Circadian Rhythmicity And Phase Resetting,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Nam, Hye Jin; Boo, Kyungjin; Kim, Dongha; Han, Dong-Hee; Choe, Han Kyung; Kim, Chang Rok; Sun, Woong; Kim, Hyun; Kim, Kyungjin; Lee, Ho; Metzger, Eric; Schuele, Roland; Yoo, Seung-Hee; Takahashi, Joseph S; Cho, Sehyung; Son, Gi Hoon; Baek, Sung Hee"
meta:br/06101332146 doi:10.1038/ncomms6125,Assessing Technical Performance In Differential Gene Expression Experiments With External Spike-In RNA Control Ratio Mixtures,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Munro, Sarah A.; Lund, Steven P.; Pine, P. Scott; Binder, Hans; Clevert, Djork-Arné; Conesa, Ana; Dopazo, Joaquin; Fasold, Mario; Hochreiter, Sepp; Hong, Huixiao; Jafari, Nadereh; Kreil, David P; Łabaj, Paweł P; Li, Sheng; Liao, Yang; Lin, Simon M.; Meehan, Joseph; Mason, Christopher E.; Santoyo-Lopez, Javier; Setterquist, Robert A.; Shi, Leming; Shi, Wei; Smyth, Gordon K.; Stralis-Pavese, Nancy; Su, Zhenqiang; Tong, Weida; Wang, Charles; Wang, Jian; Xu, Joshua; Ye, Zhan; Yang, Yong; Yu, Ying; Salit, Marc"
meta:br/06101332466 doi:10.1038/ncomms5705,Superabsorption Of Light Via Quantum Engineering,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Higgins, K. D. B.; Benjamin, S. C.; Stace, Thomas; Milburn, G. J.; Lovett, B.W; Gauger, Erik"
meta:br/06101332883 doi:10.1016/j.molcel.2014.04.032,The Histone Deacetylases Sir2 And Rpd3 Act On Ribosomal DNA To Control The Replication Program In Budding Yeast,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yoshida, Kazumasa; Bacal, Julien; Desmarais, Damien; Padioleau, Ismael; Tsaponina, Olga; Chabes, Andrei; Pantesco, Véronique; Dubois, Emeric; Parrinello, Hugues; Skrzypczak, Magdalena; Ginalski, Krzysztof; Lengronne, Armelle; Pasero, Philippe"
meta:br/06101332410 doi:10.1038/ncomms5812,A Robust SNP Barcode For Typing Mycobacterium Tuberculosis Complex Strains,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Coll, Francesc; McNerney, Ruth; Guerra-Assunção, José Afonso; Glynn, Judith R.; Perdigão, João; Viveiros, Miguel; Portugal, Isabel; Pain, Arnab; Martin, Nigel; Clark, Taane"
meta:br/06101332773 doi:10.1016/j.molcel.2014.08.019,circRNA Biogenesis Competes With Pre-mRNA Splicing,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Ashwal-Fluss, Reut; Meyer, Markus; Pamudurti, Nagarjuna Reddy; Ivanov, Andranik; Bartok, Osnat; Hanan, Mor; Evantal, Naveh; Memczak, Sebastian; Rajewsky, Nikolaus; Kadener, Sebastian"
meta:br/06101332918 doi:10.1016/j.molcel.2014.01.027,Staying Alive: Cell Death In Antiviral Immunity,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Upton, Jason W; Chan, Francis Ka-Ming"
meta:br/06101332048 doi:10.1038/ncomms6192,Dual-comb Spectroscopy Based On Quantum-Cascade-Laser Frequency Combs,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Villares, Gustavo; Hugi, Andreas; Blaser, Stéphane; Faist, Jérôme"
meta:br/06101332735 doi:10.1016/j.molcel.2014.09.022,Structural Model Of Active Bax At The Membrane,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Bleicken, Stephanie; Jeschke, Gunnar; Stegmueller, Carolin; Salvador-Gallego, Raquel; García-Sáez, Ana J.; Bordignon, Enrica"
meta:br/06101332640 doi:10.1016/j.molcel.2015.01.003,Mitochondrial Division Is Requisite To RAS-Induced Transformation And Targeted By Oncogenic MAPK Pathway Inhibitors,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Serasinghe, Madhavika N.; Wieder, Shira Y.; Renault, Thibaud T; Elkholi, Rana; Asciolla, James J.; Yao, Jonathon L.; Jabado, Omar; Hoehn, Kyle; Kageyama, Yusuke; Sesaki, Hiromi; Chipuk, J E"
meta:br/06101332608 doi:10.1016/j.molcel.2015.01.025,Structure Of A Biologically Active Estrogen Receptor-Coactivator Complex On DNA,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yi, Ping; Wang, Zhao; Feng, Qin; Pintilie, Grigore D.; Foulds, C. E.; Lanz, Rainer B.; Ludtke, Sj; Schmid, Michael F.; Chiu, Wah; O’Malley, Bert W."
meta:br/06101332479 doi:10.1038/ncomms5700,Magnon Transistor For All-Magnon Data Processing,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chumak, A V; Serga, Alexander A.; Hillebrands, Burkard"
meta:br/06101332964 doi:10.1016/j.molcel.2014.03.001,A New Bump In The Epigenetic Landscape,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Bhagwat, Anand S.; Vakoc, C R"
meta:br/06101332541 doi:10.1016/j.molcel.2015.03.023,Transcriptional Elongation Factor ENL Phosphorylated By ATM Recruits Polycomb And Switches Off Transcription For DSB Repair,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Ui, Ayako; Nagaura, Yuko; Yasui, Akira"
meta:br/06101332967 doi:10.1016/j.molcel.2014.02.018,Molecular Basis For Specific Recognition Of Bacterial Ligands By NAIP/NLRC4 Inflammasomes,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Tenthorey, Jeannette L.; Kofoed, Eric M.; Daugherty, Matthew D.; Malik, Harmit Singh; Vance, Russell E."
meta:br/06101332392 doi:10.1038/ncomms5595,Backbone-independent Nucleic Acid Binding By Splicing Factor SUP-12 Reveals Key Aspects Of Molecular Recognition,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Amrane, Samir; Rebora, Karine; Zniber, Ilyass; Dupuy, Denis; Mackereth, Cameron"
meta:br/06101332324 doi:10.1038/ncomms5872,Kinetic Inductance Magnetometer,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Luomahaara, Juho; Vesterinen, Visa; Grönberg, Leif; Hassel, Juha"
meta:br/06101332122 doi:10.1038/ncomms6081,Ubiquitin-proteasome System Controls Ciliogenesis At The Initial Step Of Axoneme Extension,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Kasahara, Kousuke; Kawakami, Yoshitaka; Kiyono, Tohru; Yonemura, Shigenobu; Kawamura, Yoshifumi; Era, Saho; Matsuzaki, Fumio; Goshima, Naoki; Inagaki, Masaki"
meta:br/06101332470 doi:10.1038/ncomms5697,Twist1 Induces Endothelial Differentiation Of Tumour Cells Through The Jagged1-KLF4 Axis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chen, Hsiao-Fan; Huang, Chi-Hung; Liu, Chung-Ji; Hung, Jung-Jyh; Hsu, Chih-Chin; Teng, S-C; Wu, Kou-Juey"
meta:br/06101332037 doi:10.1038/ncomms6212,Lin28/let-7 Axis Regulates Aerobic Glycolysis And Cancer Progression Via PDK1,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ma, Xiaoyu; Li, Chenchen; Sun, Linchong; Huang, De; Li, Tingting; He, Xiaoping; Wu, Gongwei; Yang, Zheng; Zhong, Xiuying; Song, Libing; Gao, Ping; Zhang, Huafeng"
meta:br/06101332760 doi:10.1016/j.molcel.2014.09.016,eRNAs Lure NELF From Paused Polymerases,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Plosky, Brian S."
meta:br/06101332181 doi:10.1038/ncomms5961,Activation Of Diverse Signalling Pathways By Oncogenic PIK3CA Mutations,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wu, Xinyan; Renuse, Santosh; Sahasrabuddhe, Nandini A.; Zahari, Muhammad Saddiq; Chaerkady, Raghothama; Kim, Min-Sik; Nirujogi, Raja S.; Mohseni, Morassa; Kumar, Praveen; Raju, Rajesh; Zhong, Jun; Yang, Jian; Neiswinger, Johnathan; Jeong, Jun-Seop; Newman, Robert; Powers, Maureen A.; Somani, Babu Lal; Gabrielson, Edward; Sukumar, Saraswati; Stearns, Vered; Qian, Jiang; Zhu, Heng; Vogelstein, Bert; Park, Ben Ho; Pandey, Akhilesh"
meta:br/06101332805 doi:10.1016/j.molcel.2014.07.014,ACF Takes The Driver’s Seat,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Singh, Hari R.; Ladurner, A G"
meta:br/06101332783 doi:10.1016/j.molcel.2014.08.005,Transcriptome Maps Of mRNP Biogenesis Factors Define Pre-mRNA Recognition,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Baejen, Carlo; Torkler, Phillipp; Gressel, Saskia; Essig, Katharina; Söding, Johannes; Cramer, Patrick"
meta:br/06101332023 doi:10.1038/ncomms6094,Carbonate-hosted Methanotrophy Represents An Unrecognized Methane Sink In The Deep Sea,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Marlow, Jeffrey; Steele, Joshua A; Ziebis, Wiebke; Thurber, Andrew R.; Levin, Lisa; Orphan, Victoria"
meta:br/06101332151 doi:10.1038/ncomms6030,Unexpected Regioselective Carbon–Hydrogen Bond Activation/Cyclization Of Indolyl Aldehydes Or Ketones With Alkynes To Benzo-Fused Oxindoles,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Liu, Xingyan; Li, Gaocan; Song, Feijie; You, Jingsong"
meta:br/06101332428 doi:10.1038/ncomms5792,Hierarchical Synthesis Of Non-Centrosymmetric Hybrid Nanostructures And Enabled Plasmon-Driven Photocatalysis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Weng, Lin; Zhang, Hui; Govorov, Alexander O.; Ouyang, Min"
meta:br/06101332548 doi:10.1016/j.molcel.2015.03.012,Drosophila Dicer-2 Cleavage Is Mediated By Helicase- And dsRNA Termini-Dependent States That Are Modulated By Loquacious-PD,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Sinha, Niladri Kumar; Trettin, Kyle D.; Aruscavage, P. Joseph; Bass, Brenda L."
meta:br/06101332872 doi:10.1016/j.molcel.2014.05.023,Competitive Endogenous RNAs Cannot Alter MicroRNA Function In Vivo,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Broderick, Jennifer A.; Zamore, P D"
meta:br/06101332822 doi:10.1016/j.molcel.2014.05.032,A Million Peptide Motifs For The Molecular Biologist,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Tompa, Peter; Davey, Norman E; Gibson, Toby J; Babu, M. Madan"
meta:br/06101332148 doi:10.1038/ncomms6019,Room-temperature Electronically-Controlled Ferromagnetism At The LaAlO3/SrTiO3 Interface,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bi, Feng; Huang, Mengchen; Ryu, Sangwoo; Lee, Hyungwoo; Bark, Chung Wung; Eom, Chang-Beom; Irvin, Patrick; Levy, Jeremy"
meta:br/06101332361 doi:10.1038/ncomms5895,Effect Of The Size-Selective Silver Clusters On Lithium Peroxide Morphology In Lithium–Oxygen Batteries,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lu, Jun; Cheng, Lei; Lau, Kah Chun; Tyo, Eric; Luo, Xiangyi; Wen, Jianguo; Miller, Dean; Assary, Rajeev S.; Wang, Hsien-Hau; Redfern, Paul; Wu, Huiming; Park, Jin-Bum; Sun, Yqang-Kook; Vajda, Štefan; Amine, Khalil; Curtiss, Larry A."
meta:br/06101332503 doi:10.1038/ncomms5624,Differentiated Availability Of Geochemical Mercury Pools Controls Methylmercury Levels In Estuarine Sediment And Biota,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Jonsson, Sofi; Skyllberg, Ulf; Nilsson, Mats B.; Lundberg, Erik; Andersson, Agneta; Björn, Erik"
meta:br/06101332785 doi:10.1016/j.molcel.2014.08.001,Structural Biochemistry Of A Vibrio Cholerae Dinucleotide Cyclase Reveals Cyclase Activity Regulation By Folates,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Zhu, Deyu; Wang, Lijun; Shang, Guijun; Liu, Xue; Zhu, Jing; Lu, Defen; Wang, Lei; Kan, Biao; Zhang, Jing-ren; Xiang, Ye"
meta:br/06101332115 doi:10.1038/ncomms6051,The Intriguing Dual-Directing Effect Of 2-Cyanobenzyl Ether For A Highly Stereospecific Glycosylation Reaction,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Le Mai Hoang, Kim; Liu, Xue-Wei"
